Cars,Trucks,Motorcycles,Buses,Car_Weight(kg),Truck_Weight(kg),Motorcycle_Weight(kg),Bus_Weight(kg),Avg_Speed(m/s),Avg_Weight(kg),Incident_Count,Surface Roughness (m/km),Road Age (years),temperature(°C)_x,rainfall(mm)_x,humidity(%)_x,wind_speed(m/s)_x,average_temperature(°C)_x,weather_condition_x,Wear_Index
194,147,98,43,2230,10706,166,3813,12.082373489007107,2989.5867518171835,7,4.7651878907214655,17,17.33009964455678,0.0214752603944123,98.02605915116725,17.14511387740768,34.955055710857295,Stormy,163.56960218583015
716,287,238,39,1901,8477,217,5360,23.273139824220912,2841.12932506332,6,4.398211736170687,7,15.95620959588288,15.270449556111362,52.65317463071504,22.817501636685407,17.74298383893441,Rainy,493.70595764438656
1545,268,89,30,3855,9365,224,2275,11.87830494155978,2864.2347001849485,9,2.9681131835774752,28,25.15187488842045,3.4369737516188392,67.61119897126916,11.089596628047875,17.271060033049775,Stormy,879.8472812484011
1127,114,119,40,4928,6822,372,9326,20.643322213917443,2208.702632794797,5,3.893198558576625,24,18.35876933098788,13.620586494058172,82.28385627436901,6.968783513978912,23.51487730290792,Rainy,625.8836788028225
331,198,194,12,3915,13324,166,9726,21.134528685715843,1176.3317573830095,9,5.862202962119847,39,30.08619032969125,4.39445915010827,65.38008328480926,14.580516069643997,32.41196553361211,Clear skies,271.0032177440908
230,6,93,42,1770,5517,287,3103,8.264461453495883,1799.7045856565444,5,4.839607943983909,32,23.182773841635477,11.7118135700578,66.16753401518018,10.502079939691995,19.136164059181496,Pleasant,144.20969597191262
106,119,87,35,2130,5797,211,6742,19.73901423827393,2248.6255907913264,0,4.5899680828603255,42,11.374162941274772,16.613501622552608,59.28057842818295,18.68000870618339,22.79693187843801,Clear skies,113.55474597272315
1918,176,435,7,4171,11730,153,6340,23.015632238309188,1535.558316766346,6,3.214404875594842,4,13.057536059510326,8.92511818084568,46.79683499743869,29.971941429135537,17.292781249873318,Clear skies,1099.412001740326
1463,100,385,6,4316,11636,267,6453,5.431354248389431,1907.2663206926063,1,5.807508814352821,13,20.31155302379188,4.722823312497995,74.91828777591522,13.924211273282074,19.83447188580976,Stormy,847.149731064231
445,200,170,5,1510,9922,382,4183,7.891302958095528,2148.5853314056176,0,3.426433042909064,28,20.77416885245567,12.640495527334323,41.184203092287405,13.235395090310483,34.93092495570118,Stormy,325.675379266042
1242,216,178,24,1612,8060,330,4257,9.621829068827427,1835.3330150197296,2,5.113099598633791,12,25.759740159340097,3.227821232763741,89.18197254941498,21.372132882412703,32.050786341054035,Pleasant,728.1568794256342
266,51,262,23,1933,5814,217,8666,15.7868239388321,2292.8102710702456,0,3.21993791095931,2,21.986145477777782,16.492226790394128,45.72098811775438,8.416039807511003,33.81200759265011,Rainy,210.20733885195185
277,267,209,19,1658,7950,431,5895,19.823680212818186,2381.413113290552,3,4.964910425600341,25,22.42635892758539,1.7643751385375617,74.84457752102556,15.427170256663944,31.296805230420567,Clear skies,267.4118981312845
234,59,306,21,2497,9947,425,5636,17.413803738936114,2348.449437871252,9,5.565239331001446,41,23.20899795469117,12.74363286748513,86.26587875101089,1.400913196857888,17.163250897864952,Pleasant,197.41889089774307
446,170,315,32,4285,13650,481,6291,5.932426900099809,2769.29568159294,7,5.979726914218994,13,36.62161057736739,1.2109452724884884,51.52464236416185,11.218542850211012,15.077194069950243,Rainy,346.5158834849838
1199,46,56,0,3421,6063,277,2711,18.486355315744525,1944.6596087087369,7,3.207513140582332,30,11.133077252764089,12.85448739286564,55.1069177290253,28.11391784835707,25.50713256851376,Clear skies,625.0838501826063
1537,233,336,24,3813,14676,374,5408,20.546774650719435,1678.5866651931797,6,5.691282325624428,43,22.27841242615915,10.02257565619029,47.64393525895936,28.812292206947625,29.83106346883823,Clear skies,906.5967546756656
1361,87,218,21,4876,9274,475,2508,14.707623822203413,1755.7000875765227,8,3.2823955049951112,10,31.819566901653136,0.8659107197606453,47.156737247409055,20.6822829854761,22.36915797629648,Clear skies,757.3039198839781
1411,146,460,13,4250,12835,201,9022,19.55773677260869,2005.9629062338008,5,4.9478047220842605,1,11.270745624034529,4.1667721518253416,60.933557572826686,25.816658961667518,28.5872867511972,Rainy,848.7523301154902
1911,244,229,44,3759,10934,167,5494,24.59574202483718,1701.489175630512,6,2.50260352120456,38,17.95496573581719,5.359343477353724,66.98372561114999,1.0809374456381504,23.75615553755938,Clear skies,1075.3122007241657
1927,197,52,24,1572,13724,347,3261,22.00140772822707,2014.000314269549,0,3.395881434468964,1,26.459898145502358,11.201624148613815,43.92677564923476,27.25122242881565,18.452264637493805,Rainy,1039.2233929535018
1070,122,193,48,3993,12215,391,4481,10.047251104313856,1822.258516075031,9,4.621007075148465,22,39.94065497288513,0.7057964214355805,65.86267408517685,23.179218572987565,22.5495711958002,Rainy,617.9447974132263
545,120,370,24,2757,12386,217,8775,18.475725739015225,2733.049149291568,5,3.495519161458104,44,29.991348254114897,4.800433833254177,82.70258834566556,24.003321855795495,28.076015704406103,Stormy,389.05710549104447
1539,93,107,48,1995,7491,334,6449,10.144494065493,2250.969752350129,3,4.621751191163995,43,25.40673872695117,18.186327987925186,55.02417909977447,8.371000088117933,23.584115232510698,Pleasant,820.4375930282663
411,54,476,27,4571,12282,235,8551,21.936495206937725,2370.503904190352,9,3.114287000272917,46,24.432121671203703,12.317913679101022,50.35473588629228,27.82025414187415,23.157653843884432,Rainy,319.0196369102354
1420,64,486,3,2617,8240,467,6770,24.277732529313937,2221.535017641336,9,5.57935222654948,4,23.977891015738763,17.50264012688207,53.2853643033051,16.086117022966672,25.0209673650695,Rainy,831.224821739371
1222,16,289,17,3939,6804,387,7064,5.620691579102177,1438.3977372410943,1,4.033597720211691,48,17.891242666189676,15.826175763411186,79.8186425463556,6.810526569031175,18.883698351155275,Stormy,680.7890947738158
239,32,213,14,2212,8693,194,7500,15.91053719008242,2244.789793956069,1,5.153191426144277,45,23.83262894089104,17.730901941125264,63.57370317485248,19.18779727604839,18.47057197989842,Clear skies,175.17383775551266
1498,16,442,40,3670,6063,281,2067,16.47762930421106,1874.6004606012173,5,4.403507814451365,10,12.031576678624845,4.389261307385947,78.3461584304571,18.053692336939548,16.64239329724921,Rainy,852.0480448893336
665,224,112,49,2208,10234,270,7003,9.845083101114508,1376.847772521431,2,4.344976930297092,31,14.033904886628424,13.851724037938627,81.81500249558238,24.40443337596248,24.19418648636246,Clear skies,428.1260804074663
1049,188,172,15,1673,7981,230,8548,5.670038876700241,2184.579463574256,9,5.964445071156822,48,28.898503589693902,18.805779507631005,86.60359804272801,20.04192045815106,29.536244116643964,Rainy,619.528936700025
1041,225,234,29,3464,12793,335,4919,23.525076106762967,2319.8116903873506,1,5.607154389485164,4,11.394728143718847,11.123061319485066,90.3035148528177,24.747569358830223,24.759753839036925,Clear skies,638.3857498995058
672,29,487,0,3242,7496,335,3201,14.269071721563687,2142.360195123177,3,3.6816715864154617,27,28.665487532521315,3.4009890597747794,68.88463962629257,22.882635798177738,27.79841864749726,Stormy,447.247041551409
1230,84,338,36,3113,10519,294,5888,18.091004141630098,2992.616249780458,2,3.858326771070817,34,13.602271488571152,4.764920285152956,79.91559376026878,7.037875841339788,26.666121695917617,Stormy,712.2500827347711
681,188,467,23,3894,10095,169,2096,18.975828027577656,1417.2671293610686,4,2.607050220867757,40,33.24635263841656,18.614712652715045,40.65497222157345,14.265027242671817,25.200039386268397,Rainy,499.6406641894273
1803,1,114,24,1453,10302,420,3143,16.093335770196923,1629.5970860369664,8,3.738553524057383,2,16.252138258182555,1.8127011178945929,41.98037273605786,28.979824631618804,27.70366867319491,Pleasant,932.9813770383188
937,216,64,6,2796,9654,418,8004,5.260035252399327,2605.5602168590376,2,2.5260610237235444,3,30.505567674386736,10.259072831667137,76.27521731788522,15.230572474692664,15.380312974013831,Rainy,549.3127925842144
1669,232,320,18,4043,9131,245,3312,13.596310233535236,2504.2027043101098,7,4.757758066804798,7,23.238845041508263,19.47127803368813,97.89138394082396,12.745714249254004,32.962395201083595,Stormy,970.359803583417
797,287,224,34,1872,11204,481,9763,18.61543681621156,2808.9734847473765,7,2.9777215820865024,33,29.70985662842566,10.018350445038106,50.36742057548451,25.54874030528016,21.26313494932477,Pleasant,531.1382852739498
814,255,393,39,3082,13841,116,3437,23.064133641534347,2649.792320772971,7,3.248464087039193,27,32.59962432098436,4.4944999956238885,54.95565962208134,21.546069103850368,21.543865980477975,Rainy,569.3885093706305
1552,23,152,27,2939,7630,294,3327,8.430897045050937,2491.783671304718,5,3.432017317767519,3,29.43944402606833,8.285865864810289,93.80470870850394,24.793522510444404,19.36802769348981,Pleasant,813.4620647264834
765,233,372,9,1449,8243,347,5087,8.517638592819726,1988.7919186811969,6,2.8497321419016908,29,23.87114440918448,7.763116077949896,61.861250416081546,13.031932683448082,29.83956991118851,Pleasant,531.9465635911972
1512,68,197,31,2699,11185,448,8592,15.166888974324026,2397.2466159438927,0,4.662711103919742,40,10.531682921043936,19.8798849433617,93.93644332142212,12.079577567014896,30.329270015202844,Clear skies,823.8094359258589
217,222,495,13,1205,14091,192,9419,10.017776306739222,1040.7318332273005,3,5.027490909283012,24,37.189719132096926,8.061922157561218,57.79058435067834,22.99472746047752,17.098954714127807,Pleasant,281.3468020916948
1251,184,309,11,4246,10843,102,3860,13.637397480490955,1713.211256248571,1,5.961198965318507,40,29.59252805647583,0.1027044656812226,89.62692664862958,2.0241933958169147,27.61204549896957,Pleasant,745.9894627601923
316,139,381,2,3858,6447,164,9787,23.754689147448737,1666.4333365579955,8,2.8941685965116872,45,30.612503876832104,5.146951613311559,74.33589001908386,15.914223370409488,31.44259244489627,Clear skies,280.31924804959635
935,173,472,42,3076,12165,191,3163,22.06827638558056,2322.700682772436,2,3.2008547511979275,30,11.716747180312066,2.755357092730808,70.65141323089183,20.374130383393357,18.02974145701412,Pleasant,616.3527310959935
423,290,427,13,1036,6964,297,5276,14.16778683339158,1609.1933751999627,1,5.041197724693063,38,16.377871216224666,11.545031498285558,86.70884526295963,9.69086418376962,16.387446318304224,Clear skies,388.3693550805868
1296,234,84,20,1664,11166,146,3604,17.57080385332187,2659.747989975179,7,5.910392767173383,31,29.83624696350397,10.08712081327154,52.776141769221496,28.611544401362117,23.99247517812851,Pleasant,742.6776627308623
374,35,286,6,1463,11357,166,6464,12.118960134651529,2732.6717664843964,0,5.797788392308519,11,14.155785538131004,15.127511447186066,73.86741523065768,7.170915299384465,21.635951653095724,Pleasant,260.8256378143344
1873,146,490,30,1203,12618,174,9044,23.01441369344101,1202.8049922151229,1,2.811580561212249,28,16.176812417690506,16.80140214075245,62.39621147981861,9.036010196347677,34.08662038920801,Clear skies,1085.8170570479704
1224,96,266,37,4661,13322,272,6061,16.384351977124997,2806.9753650688203,8,5.7848531033333,37,14.339950622615545,17.311822253114702,56.11032674159979,2.3245202661390008,34.78823301909999,Stormy,701.9107604821598
1554,152,291,34,1176,7753,329,5426,5.792370281627461,1370.2532672778823,1,3.05890046176328,8,28.25223314490852,0.1342073964135126,54.92512485950081,0.8538954918034924,15.31643741163563,Pleasant,890.3559607654213
1343,29,156,31,1816,13391,390,5945,10.094543709476302,2555.532767720505,6,3.15003870667926,49,21.43568558049681,6.574443455717837,64.18538631251192,23.782948861037152,19.292962900147,Rainy,719.7003626738427
917,84,428,38,4863,11767,116,6381,18.202500303763163,2499.8489639614336,2,5.41294283818819,34,10.892503883512486,17.517962111209467,70.81849946750691,8.821634945881744,17.56448892408987,Pleasant,573.4154671545501
994,276,228,28,4310,10965,217,2354,13.160594605991491,1340.7640426993253,5,4.573606142227424,33,29.29831219694164,0.0700793668375188,49.4763485346011,10.603434745492772,16.640606981938006,Clear skies,634.9611485345363
740,149,458,37,3368,14213,385,9499,9.372162847522905,1730.383692902989,5,5.0890586379175,3,17.44405241071535,1.7774104507869426,79.39653795541324,4.9444932312755245,33.89023952823523,Rainy,508.9198380333609
1088,212,171,27,3985,10627,300,6778,24.181962405549417,1254.409270327993,6,3.1227878848691586,14,33.688589792054856,5.525092063561989,52.56395798389742,17.77334556337226,22.36255092764382,Rainy,642.9428816175215
1721,263,144,41,2438,5274,107,3888,16.522376173844272,1151.6911793141744,2,2.856248009241708,39,21.07104355847221,12.386108490674168,74.81248953115765,29.30295033761673,24.634904221112404,Stormy,972.9914223694824
766,113,193,7,3657,13107,426,6956,11.096926119597262,1229.6472546783084,8,2.8176275813789635,12,39.91008470401592,12.102407065630338,57.39613905030136,11.792039789067012,29.50376117376729,Pleasant,461.2588129414751
1945,278,232,17,1372,6080,183,8137,23.658241863102106,1229.7789100228945,5,4.480036434068412,30,13.220104054462468,11.104057863454884,50.80732870440129,11.326515722679156,28.66251739346015,Stormy,1102.7298470351711
1400,265,62,33,4218,7096,196,6741,6.023689357127191,2062.6298828387585,4,4.323549867282976,7,21.72582227948385,13.749092210234206,45.24684788653157,4.002760667490042,16.50420734459616,Pleasant,797.8792044261016
1162,50,269,44,4617,10670,129,4841,20.268819034076245,2524.988941500672,8,4.716578509117856,43,13.66656497666257,3.331061336052037,70.90528825343395,25.53402230862191,23.011504007814597,Pleasant,655.3568629995359
431,263,386,47,4670,5209,419,3170,12.848273818885776,1352.7155151862946,0,5.434480030766043,38,37.11601696770467,13.753352344583565,56.8239615547251,29.473662658961697,24.41044874468753,Stormy,377.8406000847557
637,64,468,4,2227,6776,239,4496,18.300563987853597,1592.5254715256146,9,2.781307679383593,28,22.129037344835663,19.27481548211392,42.189940460052505,0.7128603496828378,21.251484565129907,Pleasant,432.15269337243456
665,68,82,46,2156,13946,351,6875,7.360430762909882,1037.8440208596808,0,2.85836537873194,31,24.685449275339213,13.868378041896474,52.30168216011663,7.640276207083919,17.339370222387153,Pleasant,372.5054893597947
591,126,481,45,3285,7569,488,9787,7.358837322103331,2797.6342781306794,0,4.135464719528709,45,12.81282546970004,7.044939501622089,44.69738253193914,16.8036870002384,21.52541426378293,Pleasant,434.65878984086726
300,58,314,45,3092,10119,381,6269,18.012428381077257,1794.0097625457097,0,3.5806813776807243,46,15.42786110605024,6.65242968381067,43.20685686506044,11.884876986723874,16.746950140432098,Rainy,230.9439433175937
1261,292,457,22,2725,7984,454,8825,14.49639493256942,1395.6751683264897,3,4.280998089127087,14,34.75536279261878,16.86939383130224,62.11006085663503,27.420136618732776,21.86650024335061,Clear skies,809.6697163464892
208,259,191,7,2258,7422,416,3668,14.692735286539513,2958.782883977685,3,5.743037957234336,2,25.98238617868456,2.431494586185652,42.25763928417103,16.93661394295733,30.358677841875902,Clear skies,229.3444293518353
1615,114,118,2,2382,12833,279,9535,16.779270769470024,1795.2980375445854,3,2.665846749807079,1,27.188821396652436,10.598378079560842,84.59141207987794,12.59444748942129,23.4751256106587,Pleasant,866.6727850144318
195,113,112,31,4716,12975,287,4724,15.655451101966255,2664.809207361959,0,3.991573606025296,11,33.77871291569957,1.8297188016460075,93.45328289802188,4.170503462160921,25.157920572439345,Stormy,154.2870400536016
1637,185,406,24,2426,9302,232,7199,9.91266622027046,2311.398095424039,3,4.325068849836681,17,37.61777932801141,17.915420685571394,93.91823796742152,24.822504451761628,17.309198161777854,Pleasant,964.7240766789606
1977,7,351,5,4112,13134,125,3712,6.0237651002875765,2954.860651116641,1,5.602342007604332,14,17.483149241638433,7.603830781568835,48.42062492412367,24.41366611522704,31.1346991774673,Stormy,1070.3733442300745
1650,93,177,22,4745,5375,497,9623,18.71629753618456,2427.670036246237,4,5.475274405889036,15,14.216904372552316,13.338448643690072,51.94321928603776,10.187521930123744,33.28172914126807,Pleasant,898.0867868139961
1415,161,349,31,1498,12215,297,4986,16.453717089663588,1831.8957187081728,2,2.641918806287828,19,10.228909915355334,15.43234228072064,40.053600830517766,5.592833638048729,34.59998720750278,Clear skies,830.456918449841
1036,6,86,41,1067,11581,416,6923,24.527082262901168,2595.8000534302764,0,3.521968732351081,2,16.517052096383757,4.162560357568152,87.62499941339428,5.196974497127397,22.364589411855757,Pleasant,544.6584568891604
930,286,282,15,3573,13787,406,7248,10.861399919681167,2733.774221219822,5,2.7694887137215427,25,36.52899980949112,5.281778845243867,71.61545772320795,27.878238150148228,29.195777052431303,Rainy,610.5434768848797
